trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,aquatic detritus,1,0,7,1.0,0.0,3.5555555555555554,0.0,1.0,3.5555555555555554,0.0
2,2,aquatic heterotroph bacteria,1,0,7,1.0,0.0,4.571428571428571,0.0,1.0,4.571428571428571,0.0
3,3,sulfate-reducing bacteria,1,0,4,1.0,0.0,8.0,0.0,1.0,8.0,0.0
4,4,aquatic protozoa,1,0,5,1.0,0.0,6.4,0.0,1.0,6.4,0.0
5,5,Anechosoma,1,0,2,1.0,0.0,16.0,0.0,1.0,16.0,0.0
6,6,aquatic unicellular/small algae (general),1,0,5,1.0,0.0,6.4,0.0,1.0,11.946666666666665,0.0
7,7,aquatic unicellular/small algae (general),1,0,2,1.0,0.0,16.0,0.0,1.0,11.946666666666665,0.0
8,8,aquatic unicellular/small algae (general),1,0,3,1.0,0.0,10.666666666666666,0.0,1.0,11.946666666666665,0.0
9,9,aquatic unicellular/small algae (general),1,0,3,1.0,0.0,10.666666666666666,0.0,1.0,11.946666666666665,0.0
10,10,aquatic unicellular/small algae (general),1,0,2,1.0,0.0,16.0,0.0,1.0,11.946666666666665,0.0
11,11,planktic large colonial algae,1,0,3,1.0,0.0,10.666666666666666,0.0,1.0,10.666666666666666,0.0
12,12,benthic filamentous algae,1,0,2,1.0,0.0,16.0,0.0,1.0,16.0,0.0
13,13;15;16,benthic filamentous algae,3,0,0,1.0,0.0,0.0,0.0,1.0,16.0,0.0
14,14,benthic filamentous algae,1,0,1,1.0,0.0,32.0,0.0,1.0,16.0,0.0
17,17;18;22;24,other benthic/epiphytic algae,4,1,0,2.0,1.0,0.0,32.0,2.388888888888889,8.888888888888888,21.333333333333332
19,19,other benthic/epiphytic algae,1,3,3,2.6666666666666665,1.0,16.0,16.0,2.388888888888889,8.888888888888888,21.333333333333332
20,20,other benthic/epiphytic algae,1,2,1,2.5,2.0,10.666666666666666,16.0,2.388888888888889,8.888888888888888,21.333333333333332
21,21,charophytes,1,2,0,3.0,2.0,0.0,5.333333333333333,3.0,0.0,5.333333333333333
23,23,partially terrestrial epilithic/epiphytic algae,1,1,1,2.0,1.0,32.0,32.0,2.0,32.0,32.0
25,25,aquatic saprotrophs,1,2,0,2.0,1.0,0.0,16.0,2.0,0.0,17.06666666666667
26,26,aquatic saprotrophs,1,2,0,2.0,1.0,0.0,16.0,2.0,0.0,17.06666666666667
27,27,aquatic saprotrophs,1,6,0,2.0,1.0,0.0,5.333333333333333,2.0,0.0,17.06666666666667
28,28,aquatic saprotrophs,1,1,0,2.0,1.0,0.0,32.0,2.0,0.0,17.06666666666667
29,29,aquatic saprotrophs,1,2,0,2.0,1.0,0.0,16.0,2.0,0.0,17.06666666666667
30,30,small algae parasites,1,1,0,2.0,1.0,0.0,32.0,2.0,0.0,32.0
31,31,aquatic macrophyte parasites,1,2,0,2.0,1.0,0.0,16.0,2.0,0.0,16.0
32,32,aquatic nematodes,1,4,0,2.0,1.0,0.0,8.0,2.0,0.0,8.0
33,33,swimming filter feeders,1,1,0,2.0,1.0,0.0,32.0,2.0,0.0,17.454545454545453
34,34,swimming filter feeders,1,11,0,2.0,1.0,0.0,2.909090909090909,2.0,0.0,17.454545454545453
35,35,swimming scrapers,1,4,0,2.0,1.0,0.0,8.0,2.0,0.0,8.0
36,36,arthropod omnivores,1,4,0,2.0,1.0,0.0,8.0,2.0,0.0,20.0
37,37,arthropod omnivores,1,1,0,2.0,1.0,0.0,32.0,2.0,0.0,20.0
38,38,benthic predators,1,1,0,2.0,1.0,0.0,32.0,2.0,0.0,32.0
