trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,aquatic detritus,1,0,9,1.0,0.0,2.8181818181818183,0.0,1.0,2.8181818181818183,0.0
2,2,aquatic heterotroph bacteria,1,0,10,1.0,0.0,3.1,0.0,1.0,3.1,0.0
3,3,sulfate-reducing bacteria,1,0,10,1.0,0.0,3.1,0.0,1.0,3.1,0.0
4,4,aquatic protozoa,1,0,7,1.0,0.0,4.428571428571429,0.0,1.0,4.428571428571429,0.0
5,5,Anechosoma,1,0,4,1.0,0.0,7.75,0.0,1.0,7.75,0.0
6,6,aquatic unicellular/small algae (general),1,0,7,1.0,0.0,4.428571428571429,0.0,1.0,5.055952380952381,0.0
7,7,aquatic unicellular/small algae (general),1,0,7,1.0,0.0,4.428571428571429,0.0,1.0,5.055952380952381,0.0
8,8;10,aquatic unicellular/small algae (general),2,0,5,1.0,0.0,6.2,0.0,1.0,5.055952380952381,0.0
9,9,aquatic unicellular/small algae (general),1,0,6,1.0,0.0,5.166666666666667,0.0,1.0,5.055952380952381,0.0
11,11,planktic large colonial algae,1,0,6,1.0,0.0,5.166666666666667,0.0,1.0,5.166666666666667,0.0
12,12;13;15,benthic filamentous algae,3,0,1,1.0,0.0,31.0,0.0,1.0,18.944444444444446,0.0
14,14,benthic filamentous algae,1,0,2,1.0,0.0,15.5,0.0,1.0,18.944444444444446,0.0
16,16,benthic filamentous algae,1,0,3,1.0,0.0,10.333333333333334,0.0,1.0,18.944444444444446,0.0
17,17,other benthic/epiphytic algae,1,2,2,2.5,1.0,15.5,15.5,2.4375,5.8125,21.958333333333332
18,18,other benthic/epiphytic algae,1,2,3,2.5,1.0,7.75,31.0,2.4375,5.8125,21.958333333333332
19,19;22;23;24,other benthic/epiphytic algae,4,1,0,2.0,1.0,0.0,31.0,2.4375,5.8125,21.958333333333332
20,20,other benthic/epiphytic algae,1,4,1,2.75,1.0,0.0,10.333333333333334,2.4375,5.8125,21.958333333333332
21,21,charophytes,1,1,0,3.0,2.0,0.0,6.2,3.0,0.0,6.2
25,25,aquatic saprotrophs,1,9,0,2.0,1.0,0.0,3.4444444444444446,2.0,0.0,11.563492063492063
26,26,aquatic saprotrophs,1,2,0,2.0,1.0,0.0,15.5,2.0,0.0,11.563492063492063
27,27,aquatic saprotrophs,1,9,0,2.0,1.0,0.0,3.4444444444444446,2.0,0.0,11.563492063492063
28,28,aquatic saprotrophs,1,1,0,2.0,1.0,0.0,31.0,2.0,0.0,11.563492063492063
29,29,aquatic saprotrophs,1,7,0,2.0,1.0,0.0,4.428571428571429,2.0,0.0,11.563492063492063
30,30,small algae parasites,1,1,0,2.0,1.0,0.0,31.0,2.0,0.0,31.0
31,31,aquatic macrophyte parasites,1,9,0,2.0,1.0,0.0,3.4444444444444446,2.0,0.0,3.4444444444444446
32,32,aquatic nematodes,1,1,0,2.0,1.0,0.0,31.0,2.0,0.0,31.0
33,33,swimming filter feeders,1,3,0,2.0,1.0,0.0,10.333333333333334,2.0,0.0,7.75
34,34,swimming filter feeders,1,6,0,2.0,1.0,0.0,5.166666666666667,2.0,0.0,7.75
35,35,swimming scrapers,1,4,0,2.0,1.0,0.0,7.75,2.0,0.0,7.75
36,36,arthropod omnivores,1,7,0,2.0,1.0,0.0,4.428571428571429,2.0,0.0,3.7642857142857142
37,37,arthropod omnivores,1,10,0,2.0,1.0,0.0,3.1,2.0,0.0,3.7642857142857142
38,38,benthic predators,1,4,0,2.0,1.0,0.0,7.75,2.0,0.0,7.75
