trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,aquatic detritus,1,0,11,1.0,0.0,2.5384615384615383,0.0,1.0,2.5384615384615383,0.0
2,2,aquatic heterotroph bacteria,1,0,7,1.0,0.0,4.714285714285714,0.0,1.0,4.714285714285714,0.0
3,3,sulfate-reducing bacteria,1,0,8,1.0,0.0,4.125,0.0,1.0,4.125,0.0
4,4,aquatic protozoa,1,0,7,1.0,0.0,4.714285714285714,0.0,1.0,4.714285714285714,0.0
5,5,Anechosoma,1,0,6,1.0,0.0,5.5,0.0,1.0,5.5,0.0
6,6,aquatic unicellular/small algae (general),1,0,6,1.0,0.0,5.5,0.0,1.0,5.5078571428571435,0.0
7,7,aquatic unicellular/small algae (general),1,0,8,1.0,0.0,4.125,0.0,1.0,5.5078571428571435,0.0
8,8,aquatic unicellular/small algae (general),1,0,5,1.0,0.0,6.6,0.0,1.0,5.5078571428571435,0.0
9,9,aquatic unicellular/small algae (general),1,0,7,1.0,0.0,4.714285714285714,0.0,1.0,5.5078571428571435,0.0
10,10,aquatic unicellular/small algae (general),1,0,5,1.0,0.0,6.6,0.0,1.0,5.5078571428571435,0.0
11,11,planktic large colonial algae,1,0,7,1.0,0.0,4.714285714285714,0.0,1.0,4.714285714285714,0.0
12,12,benthic filamentous algae,1,0,2,1.0,0.0,16.5,0.0,1.0,12.375,0.0
13,13;14,benthic filamentous algae,2,0,0,1.0,0.0,0.0,0.0,1.0,12.375,0.0
15,15,benthic filamentous algae,1,0,2,1.0,0.0,16.5,0.0,1.0,12.375,0.0
16,16,benthic filamentous algae,1,0,2,1.0,0.0,16.5,0.0,1.0,12.375,0.0
17,17,other benthic/epiphytic algae,1,1,1,2.0,1.0,33.0,33.0,2.25,16.5,24.75
18,18,other benthic/epiphytic algae,1,2,0,2.5,1.0,0.0,16.5,2.25,16.5,24.75
19,19,other benthic/epiphytic algae,1,2,0,2.5,1.0,0.0,16.5,2.25,16.5,24.75
20,20,other benthic/epiphytic algae,1,1,1,2.0,1.0,33.0,33.0,2.25,16.5,24.75
21,21,charophytes,1,1,0,3.0,2.0,0.0,11.0,3.0,0.0,11.0
22,22,partially terrestrial epilithic/epiphytic algae,1,1,1,2.0,1.0,33.0,33.0,2.0,16.5,33.0
23,23;24,partially terrestrial epilithic/epiphytic algae,2,1,0,2.0,1.0,0.0,33.0,2.0,16.5,33.0
25,25;29;35,aquatic saprotrophs,3,1,0,2.0,1.0,0.0,33.0,2.0,0.0,13.003571428571428
26,26,aquatic saprotrophs,1,3,0,2.0,1.0,0.0,11.0,2.0,0.0,13.003571428571428
27,27,aquatic saprotrophs,1,7,0,2.0,1.0,0.0,4.714285714285714,2.0,0.0,13.003571428571428
28,28,aquatic saprotrophs,1,10,0,2.0,1.0,0.0,3.3,2.0,0.0,13.003571428571428
30,30,small algae parasites,1,4,0,2.0,1.0,0.0,8.25,2.0,0.0,8.25
31,31,aquatic macrophyte parasites,1,10,0,2.0,1.0,0.0,3.3,2.0,0.0,3.3
32,32,aquatic nematodes,1,2,0,2.0,1.0,0.0,16.5,2.0,0.0,16.5
33,33,swimming filter feeders,1,11,0,2.0,1.0,0.0,3.0,2.0,0.0,3.333333333333333
34,34,swimming filter feeders,1,9,0,2.0,1.0,0.0,3.6666666666666665,2.0,0.0,3.333333333333333
36,36,arthropod omnivores,1,8,0,2.0,1.0,0.0,4.125,2.0,0.0,3.895833333333333
37,37,arthropod omnivores,1,9,0,2.0,1.0,0.0,3.6666666666666665,2.0,0.0,3.895833333333333
38,38,benthic predators,1,3,0,2.0,1.0,0.0,11.0,2.0,0.0,11.0
