sp_name,guild,guild_no,guild_richness,guild_no_prey,guild_no_preds,terr,aqu,sp_no_prey,sp_no_preds
1,aquatic detritus,1,1,0,20,0,1,0,15
2,aquatic heterotroph microbes,2,3,0,10,0,1,0,7
3,aquatic heterotroph microbes,2,3,0,10,0,1,0,5
4,aquatic heterotroph microbes,2,3,0,10,0,1,0,5
5,aquatic unicellular/small algae,3,5,6,9,0,1,1,3
6,aquatic unicellular/small algae,3,5,6,9,0,1,2,3
7,aquatic unicellular/small algae,3,5,6,9,0,1,1,3
8,aquatic unicellular/small algae,3,5,6,9,0,1,1,3
9,aquatic unicellular/small algae,3,5,6,9,0,1,4,3
10,planktic large colonial algae,4,1,1,5,0,1,1,2
11,benthic filamentous algae,5,5,4,5,0,1,1,2
12,benthic filamentous algae,5,5,4,5,0,1,4,2
13,benthic filamentous algae,5,5,4,5,0,1,1,4
14,benthic filamentous algae,5,5,4,5,0,1,3,1
15,benthic filamentous algae,5,5,4,5,0,1,4,2
16,other benthic/epiphytic algae,6,4,4,5,0,1,1,1
17,other benthic/epiphytic algae,6,4,4,5,0,1,4,2
18,other benthic/epiphytic algae,6,4,4,5,0,1,1,3
19,other benthic/epiphytic algae,6,4,4,5,0,1,4,3
20,macrophytic algae,7,1,10,4,0,1,6,2
21,partially terrestrial epilithic/epiphytic algae,8,3,16,2,1,1,8,1
22,partially terrestrial epilithic/epiphytic algae,8,3,16,2,1,1,13,1
23,partially terrestrial epilithic/epiphytic algae,8,3,16,2,1,1,2,2
24,aquatic saprotrophs,9,4,1,1,0,1,1,0
25,aquatic saprotrophs,9,4,1,1,0,1,1,1
26,aquatic saprotrophs,9,4,1,1,0,1,1,1
27,aquatic saprotrophs,9,4,1,1,0,1,1,0
28,small algae parasites,10,1,20,2,0,1,5,1
29,aquatic macrophyte parasites,11,1,5,2,0,1,1,1
30,nematodes,12,1,10,1,1,1,8,1
31,swimming filter feeders,13,2,0,1,0,1,0,0
32,swimming filter feeders,13,2,0,1,0,1,0,0
33,swimming scrapers,14,1,5,1,0,1,1,0
34,arthropod  omnivores,15,2,0,1,0,1,0,0
35,arthropod  omnivores,15,2,0,1,0,1,0,1
36,benthic predators,16,1,0,0,0,1,0,0
