sp_name,guild,guild_no,guild_richness,guild_no_prey,guild_no_preds,terr,aqu,sp_no_prey,sp_no_preds
1,aquatic detritus,1,1,0,21,0,1,0,13
2,aquatic heterotroph microbes,2,3,0,10,0,1,0,8
3,aquatic heterotroph microbes,2,3,0,10,0,1,0,6
4,aquatic heterotroph microbes,2,3,0,10,0,1,0,5
5,aquatic unicellular/small algae,3,5,6,14,0,1,3,11
6,aquatic unicellular/small algae,3,5,6,14,0,1,6,7
7,aquatic unicellular/small algae,3,5,6,14,0,1,2,7
8,aquatic unicellular/small algae,3,5,6,14,0,1,6,7
9,aquatic unicellular/small algae,3,5,6,14,0,1,1,9
10,planktic large colonial algae,4,1,1,10,0,1,1,6
11,benthic filamentous algae,5,5,4,5,0,1,3,3
12,benthic filamentous algae,5,5,4,5,0,1,1,4
13,benthic filamentous algae,5,5,4,5,0,1,4,2
14,benthic filamentous algae,5,5,4,5,0,1,2,3
15,benthic filamentous algae,5,5,4,5,0,1,2,3
16,other benthic/epiphytic algae,6,4,4,5,0,1,4,3
17,other benthic/epiphytic algae,6,4,4,5,0,1,4,4
18,other benthic/epiphytic algae,6,4,4,5,0,1,1,5
19,other benthic/epiphytic algae,6,4,4,5,0,1,2,3
20,macrophytic algae,7,1,10,4,0,1,7,3
21,partially terrestrial epilithic/epiphytic algae,8,3,16,2,1,1,16,0
22,partially terrestrial epilithic/epiphytic algae,8,3,16,2,1,1,1,0
23,partially terrestrial epilithic/epiphytic algae,8,3,16,2,1,1,11,2
24,aquatic saprotrophs,9,5,7,1,0,1,6,0
25,aquatic saprotrophs,9,5,7,1,0,1,2,0
26,aquatic saprotrophs,9,5,7,1,0,1,1,0
27,aquatic saprotrophs,9,5,7,1,0,1,5,0
28,aquatic saprotrophs,9,5,7,1,0,1,4,0
29,small algae parasites,10,1,20,2,0,1,17,0
30,aquatic macrophyte parasites,11,1,5,2,0,1,1,0
31,nematodes,12,1,11,1,1,1,1,0
32,swimming filter feeders,13,2,0,1,0,1,0,0
33,swimming filter feeders,13,2,0,1,0,1,0,0
34,swimming scrapers,14,1,5,1,0,1,1,0
35,arthropod  omnivores,15,2,0,1,0,1,0,1
36,arthropod  omnivores,15,2,0,1,0,1,0,0
37,benthic predators,16,1,0,0,0,1,0,0
