trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,23,1.0,0.0,1.0,0.0,0.0,1.4736842105263157,0.0,1.4736842105263157,0.0
2,2,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,2.210526315789474,0.0,2.32834180071211,0.0
3,3,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,2.27027027027027,0.0,2.32834180071211,0.0
4,4,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.048780487804878,0.0,2.32834180071211,0.0
5,5,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,2.210526315789474,0.0,2.32834180071211,0.0
6,6,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.5454545454545454,0.0,2.32834180071211,0.0
7,7,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,2.4,0.0,2.32834180071211,0.0
8,8,land plants,1,0,11,1.0,0.0,1.0,0.0,0.0,2.4705882352941178,0.0,2.32834180071211,0.0
9,9,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,2.4705882352941178,0.0,2.32834180071211,0.0
10,10,terrestrial heterotroph microbes,1,1,3,2.0,1.0,2.0,0.0,21.0,4.0,0.0,4.210526315789474,21.0
11,11,terrestrial heterotroph microbes,1,2,2,2.0,1.0,2.0,42.0,21.0,4.421052631578948,42.0,4.210526315789474,21.0
12,12,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,84.0,84.0,4.421052631578948,84.0,3.5276822391159963,84.0
13,13,terrestrial saprotrophs,1,1,5,2.0,1.0,2.0,84.0,84.0,3.8181818181818183,84.0,3.5276822391159963,84.0
14,14,terrestrial saprotrophs,1,1,1,2.0,1.0,2.0,84.0,84.0,4.421052631578948,84.0,3.5276822391159963,84.0
15,15,terrestrial saprotrophs,1,1,1,2.0,1.0,2.0,84.0,84.0,4.666666666666667,84.0,3.5276822391159963,84.0
16,16,terrestrial saprotrophs,1,1,0,2.0,1.0,2.0,84.0,84.0,0.0,84.0,3.5276822391159963,84.0
