trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,aquatic detritus,1,0,3,1.0,0.0,0.8461538461538461,0.0,1.0,0.8461538461538461,0.0
2,2,aquatic heterotroph microbes,1,0,2,1.0,0.0,0.8461538461538461,0.0,1.0,0.8461538461538461,0.0
3,3,planktonic algae,1,2,3,2.5,1.0,1.375,11.0,2.5,1.375,11.0
4,4,benthic algae,1,3,3,2.5,1.0,1.375,5.5,2.5,1.375,5.5
5,5,macrophytic algae,1,2,3,3.0,2.0,3.6666666666666665,1.8333333333333333,3.0,3.6666666666666665,1.8333333333333333
6,6,aquatic fungi,1,3,1,2.75,2.0,11.0,2.2,2.75,11.0,2.2
7,7,nematodes,1,1,2,2.0,1.0,5.5,11.0,2.0,5.5,11.0
8,8,swimming filter feeders,1,1,1,4.0,3.0,11.0,1.0,3.8333333333333335,11.0,1.0
9,9,swimming filter feeders,1,2,1,3.666666666666667,3.0,11.0,1.0,3.8333333333333335,11.0,1.0
10,10,swimming scrapers,1,6,1,4.090909090909091,2.0,0.0,0.8461538461538461,4.090909090909091,0.0,0.8461538461538461
11,11;12,arthropod omnivores,2,0,1,1.0,0.0,11.0,0.0,1.0,11.0,0.0
13,13,benthic predators,1,2,1,2.5,1.0,0.0,11.0,2.5,0.0,11.0
