trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,aquatic detritus,1,0,3,1.0,0.0,0.7857142857142857,0.0,1.0,0.7857142857142857,0.0
2,2,aquatic heterotroph microbes,1,0,1,1.0,0.0,1.8333333333333333,0.0,1.0,1.8333333333333333,0.0
3,3,planktonic algae,1,1,3,2.0,1.0,1.1,11.0,2.0,1.1,11.0
4,4,benthic algae,1,1,1,2.0,1.0,1.375,11.0,2.0,1.375,11.0
5,5,macrophytic algae,1,1,1,3.0,2.0,3.6666666666666665,3.6666666666666665,3.0,3.6666666666666665,3.6666666666666665
6,6,aquatic fungi,1,3,2,2.6666666666666665,1.0,2.75,3.6666666666666665,2.6666666666666665,2.75,3.6666666666666665
7,7,nematodes,1,2,1,2.5,2.0,3.6666666666666665,2.75,2.5,3.6666666666666665,2.75
8,8,swimming filter feeders,1,1,1,3.0,2.0,3.6666666666666665,1.5714285714285714,3.357142857142857,7.333333333333333,1.244047619047619
9,9,swimming filter feeders,1,5,2,3.7142857142857144,2.0,11.0,0.9166666666666666,3.357142857142857,7.333333333333333,1.244047619047619
10,10,swimming scrapers,1,1,0,4.0,3.0,0.0,0.5238095238095238,4.0,0.0,0.5238095238095238
11,11;12,arthropod omnivores,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13,13,benthic predators,1,1,1,2.0,1.0,0.0,0.0,2.0,0.0,0.0
